Site Id,Site Name,Status,Remediation Status,Type of Contamination,X Coord,Y Coord
5657,Nec Ligula Industries,DEP case,In Progress,Multiple Source/Release to Multi-Media Including GW,455195,489628
5658,Et Malesuada Fames Corp.,Clear,NA,NA,452991,544053
5659,Dui Consulting,Clear,NA,NA,425090,511630
5660,Hendrerit Consulting,Clear,NA,NA,420561,501529
5661,Facilisi LLP,Clear,NA,NA,417973,512846
5662,Tortor Inc.,Clear,NA,NA,458878,504080
5663,Mattis Ornare Lectus Associates,Clear,NA,NA,421843,501643
5664,Gravida Praesent Company,Clear,NA,NA,420908,502697
5665,Aliquam Nisl Nulla Foundation,DEP case,In Progress,Known Source or Release with GW Contamination,421287,501533
5666,Id Sapien Cras PC,Clear,NA,NA,405063,527839
5667,Nec Urna Incorporated,DEP case,In Progress,Unknown or Uncontrolled Discharge to Soil or GW,443671,534910
5668,Enim Commodo Hendrerit PC,DEP case,In Progress,Known Source or Release with GW Contamination,427270,507604
5670,Aliquam Rutrum Incorporated,Clear,NA,NA,417943,510620
5673,Sem Egestas PC,DEP case,In Progress,Known Source or Release with GW Contamination,458185,503168
5674,Eget Ipsum Suspendisse Foundation,DEP case,In Progress,Unknown or Uncontrolled Discharge to Soil or GW,421286,516410
5675,Dis Incorporated,Clear,NA,NA,426933,508173
5676,Lorem Ipsum Limited,DEP case,In Progress,Unknown or Uncontrolled Discharge to Soil or GW,423430,501385
5678,Tellus Sem Mollis Foundation,DEP case,In Progress,Source Known or Identified-Potential GW Contamination,444039,522755
5679,Vitae Mauris Ltd,Clear,NA,NA,421137,512169
5680,Lorem Ut Aliquam Foundation,Clear,NA,NA,396974,526535
5681,Lorem Sit Amet Associates,DEP case,In Progress,Known Source or Release with GW Contamination,415577,529727
5682,Quam Vel Sapien Ltd,Clear,NA,NA,414991,516192
5683,Odio Corporation,Clear,NA,NA,420044,508769
5684,Cursus Purus Nullam Limited,Clear,NA,NA,434379,525068
5685,Tempor Incorporated,Clear,NA,NA,451228,506326
5686,A Auctor Industries,DEP case,Not started,Known Source or Release with GW Contamination,493833,522355
5687,Maecenas Malesuada PC,DEP case,In Progress,Known Source or Release with GW Contamination,425526,515281
5689,Sed Consulting,Clear,NA,NA,411555,516825
5693,Cras Pellentesque Industries,Clear,NA,NA,437072,499182
5694,Mauris Integer Sem Consulting,Clear,NA,NA,425747,501611
5695,Ac Arcu Nunc Corporation,Clear,NA,NA,458761,538644
5697,Malesuada Consulting,Clear,NA,NA,439493,511057
5698,Nisl Quisque Inc.,Clear,NA,NA,428648,496950
5699,Vestibulum Ut Eros Company,Pending receipt of waiver,Not started,Unknown or Uncontrolled Discharge to Soil or GW,424072,509045
5700,Sapien Corporation,Clear,NA,NA,398668,515294
5701,Imperdiet Erat Limited,Clear,NA,NA,421499,502220
5702,Cras Interdum Nunc Company,Clear,NA,NA,457270,504043
5704,Aliquet Phasellus Company,Clear,NA,NA,421872,563876
5705,Lectus Rutrum Company,Clear,NA,NA,432035,514386
5706,Per Conubia Nostra Associates,DEP case,In Progress,Known Source or Release with GW Contamination,417179,505169
5707,Sed Leo Corporation,Nominated,Not started,Unknown or Uncontrolled Discharge to Soil or GW,429947,512412
5708,Ut Nisi Institute,DEP case,In Progress,Multiple Source/Release to Multi-Media Including GW,420801,516477
5710,Nostra Per Associates,Incomplete,Not started,Unknown or Uncontrolled Discharge to Soil or GW,432030,514558
5711,Convallis Erat Eget Corp.,Pending receipt of waiver,Not started,Unknown or Uncontrolled Discharge to Soil or GW,448769,493388
5712,Ullamcorper Eu Euismod Consulting,Clear,NA,NA,443187,491202
5713,Pede Suspendisse Corporation,DEP case,Not started,Known Source or Release with GW Contamination,455374,547852
5714,Faucibus Orci Foundation,Clear,NA,NA,484760,522474
5716,Dui Company,Clear,NA,NA,458665,539422
5717,Lectus Justo Eu LLP,DEP case,In Progress,Known Source or Release with GW Contamination,407360,511705
5718,Lectus Justo Eu Corporation,Clear,NA,NA,413878,525801
5720,Orci Limited,Clear,NA,NA,420098,567215
5721,Senectus Company,Clear,NA,NA,481261,524229
5722,Mauris Sagittis PC,Incomplete,Not started,Unknown or Uncontrolled Discharge to Soil or GW,444978,554438
5723,Facilisis Facilisis Magna Corporation,DEP case,In Progress,Source Known or Identified-Potential GW Contamination,417731,509127
5725,Commodo Auctor Velit Company,Clear,NA,NA,456455,555459
5726,Mauris Sit Amet Associates,Clear,NA,NA,414189,524068
5727,Massa Consulting,Clear,NA,NA,419645,502806
5728,Nec Industries,Clear,NA,NA,419723,502661
5729,A Odio Industries,DEP case,In Progress,Source Known or Identified-Potential GW Contamination,420081,502695
5730,Ligula Aenean Incorporated,Clear,NA,NA,440866,548087
5731,Non Ante Bibendum Institute,Clear,NA,NA,421770,568308
5732,Commodo LLP,Clear,NA,NA,485478,522233
5733,Sed Company,Clear,NA,NA,422544,505872
5734,Quam Associates,Pending receipt of waiver,Not started,Unknown or Uncontrolled Discharge to Soil or GW,426961,513800
5735,Lorem Foundation,DEP case,In Progress,Single Contamination Affecting Only Soils,438844,547283
5736,Pellentesque Eget Dictum LLC,DEP case,In Progress,Unknown or Uncontrolled Discharge to Soil or GW,427538,513048
5739,Adipiscing PC,DEP case,In Progress,Unknown or Uncontrolled Discharge to Soil or GW,412924,537328
5740,Donec Felis Corp.,Incomplete,Not started,Unknown or Uncontrolled Discharge to Soil or GW,446422,560285
5741,Ultrices Foundation,Clear,NA,NA,425415,507287
5742,Sagittis LLC,DEP case,In Progress,Unknown or Uncontrolled Discharge to Soil or GW,419895,505211
5743,Elit Pede Malesuada Industries,Clear,NA,NA,426055,514172
5744,Feugiat Limited,Clear,NA,NA,426642,512963
5745,Sed LLP,Clear,NA,NA,422897,507874
5746,Nisl Nulla Institute,Clear,NA,NA,423202,508225
5747,Justo Praesent Luctus Ltd,Incomplete,Not started,Unknown or Uncontrolled Discharge to Soil or GW,425455,510128
5748,Praesent Luctus Curabitur Company,Clear,NA,NA,420879,507586
5749,Aptent Taciti Sociosqu PC,Clear,NA,NA,419201,510134
5750,Lorem Vitae Consulting,Clear,NA,NA,422016,509966
5751,Posuere Enim Nisl Industries,Clear,NA,NA,447705,498877
5752,Vitae Diam Proin Institute,Clear,NA,NA,417245,504760
5754,Consectetuer Rhoncus Company,Clear,NA,NA,417689,504459
5755,Condimentum Donec LLP,Clear,NA,NA,422186,501455
5756,Mi Eleifend Corporation,Clear,NA,NA,421620,507831
5757,Tempus Non Inc.,Clear,NA,NA,406513,513942
5758,Sit Amet Foundation,Clear,NA,NA,420716,509324
5759,Sed Tortor PC,Clear,NA,NA,431560,509594
5760,Libero LLC,Clear,NA,NA,437070,510162
5761,Fringilla Mi Lacinia Corporation,Clear,NA,NA,418135,503515
5764,Dolor Limited,Clear,NA,NA,388267,535801
5765,Aliquam Eros Turpis LLC,Pending receipt of waiver,Not started,Unknown or Uncontrolled Discharge to Soil or GW,405829,528262
5766,Proin Velit Ltd,DEP case,In Progress,Source Known or Identified-Potential GW Contamination,419147,499383
5768,Pede Cum Institute,DEP case,In Progress,Known Source or Release with GW Contamination,450911,495186
5769,Eget Ipsum Suspendisse Limited,DEP case,In Progress,Known Source or Release with GW Contamination,426157,516057
5770,Mollis Integer Tincidunt Consulting,DEP case,In Progress,Unknown or Uncontrolled Discharge to Soil or GW,447921,552658
5771,Fringilla Consulting,Clear,NA,NA,417898,514578
5772,Fermentum Risus At Foundation,Available for redevelopment,In Progress,Unknown or Uncontrolled Discharge to Soil or GW,420231,567114
5773,Sit Amet Company,Clear,NA,NA,429960,513822
5774,Montes Nascetur PC,Clear,NA,NA,412767,508868
5775,Cras Sed Leo PC,Clear,NA,NA,417635,503419
5776,Non Ante Institute,DEP case,Not started,Known Source or Release with GW Contamination,431651,502241
5777,Non Consulting,Clear,NA,NA,420648,512136
5778,Eleifend Egestas Associates,Clear,NA,NA,411801,532816
5779,Fringilla Ornare Incorporated,DEP case,In Progress,Source Known or Identified-Potential GW Contamination,455843,539307
5781,Dolor Egestas Incorporated,DEP case,In Progress,Single Contamination Affecting Only Soils,469233,529785
5782,Curabitur Vel Ltd,Pending receipt of waiver,Not started,Unknown or Uncontrolled Discharge to Soil or GW,448335,566686
5783,Eu Turpis Corp.,Clear,NA,NA,422852,508055
5785,Arcu Vestibulum Ut Consulting,Clear,NA,NA,450525,553412
5787,Urna Et Associates,DEP case,In Progress,Known Source or Release with GW Contamination,417288,506465
5788,Integer Urna Consulting,Clear,NA,NA,445911,537486
5789,Tellus Faucibus Leo LLC,Clear,NA,NA,460816,506556
5790,Consequat Ltd,Clear,NA,NA,471228,513440
5791,Est Associates,Clear,NA,NA,445797,537732
5792,Elementum Dui Quis LLP,Clear,NA,NA,473228,514642
5794,Nunc Industries,Clear,NA,NA,455342,489430
5795,Iaculis Consulting,Clear,NA,NA,462826,507009
5796,Ultrices Ltd,Clear,NA,NA,409610,548901
5797,Accumsan Foundation,Clear,NA,NA,446765,489318
5798,Erat Vitae Corporation,Clear,NA,NA,443187,491202
5799,Est Vitae Corporation,Clear,NA,NA,443838,490228
5800,Hendrerit LLC,Pending receipt of waiver,Not started,Unknown or Uncontrolled Discharge to Soil or GW,450162,494531
